Name,Team,Name,WAR,NameASCII,PlayerId,MLBAMID
"Addison Russell","CHC","Addison Russell",11.67964021641136,"Addison Russell",14106,608365
"Ke'Bryan Hayes","- - -","Ke'Bryan Hayes",11.595595239644393,"Ke'Bryan Hayes",18577,663647
"Rafael Furcal","- - -","Rafael Furcal",11.47018324677633,"Rafael Furcal",88,279577
"Aaron Hicks","- - -","Aaron Hicks",11.408475416145066,"Aaron Hicks",5297,543305
"Michael Young","- - -","Michael Young",11.383825826866232,"Michael Young",1286,276545
"Adam Frazier","- - -","Adam Frazier",11.34938145975439,"Adam Frazier",15223,624428
"Jordy Mercer","- - -","Jordy Mercer",11.284260053048024,"Jordy Mercer",6547,474568
"Tyler O'Neill","- - -","Tyler O'Neill",11.202040235391664,"Tyler O'Neill",15711,641933
"Ha-Seong Kim","- - -","Ha-Seong Kim",11.16554337439513,"Ha-Seong Kim",27506,673490
"Dee Strange-Gordon","- - -","Dee Strange-Gordon",11.160161879083,"Dee Strange-Gordon",8203,543829
"Nyjer Morgan","- - -","Nyjer Morgan",11.149478437993363,"Nyjer Morgan",4885,460579
"Martín Maldonado","- - -","Martín Maldonado",11.06974580438659,"Martin Maldonado",6887,455117
"Seiya Suzuki","CHC","Seiya Suzuki",11.066186592109831,"Seiya Suzuki",30116,673548
"Taylor Ward","LAA","Taylor Ward",11.03647193376133,"Taylor Ward",17548,621493
"Adam Duvall","- - -","Adam Duvall",11.032577206988542,"Adam Duvall",10950,594807
"Khris Davis","- - -","Khris Davis",11.013570883607326,"Khris Davis",9112,501981
"Andrew Benintendi","- - -","Andrew Benintendi",10.982406112236529,"Andrew Benintendi",17901,643217
"Ryan Howard","PHI","Ryan Howard",10.977891588032238,"Ryan Howard",2154,429667
"Eric Hosmer","- - -","Eric Hosmer",10.951358753929373,"Eric Hosmer",3516,543333
"Mark Reynolds","- - -","Mark Reynolds",10.94387313606487,"Mark Reynolds",7619,448602
"Kevin Pillar","- - -","Kevin Pillar",10.914652423482972,"Kevin Pillar",12434,607680
"Adolis García","- - -","Adolis García",10.907487200250669,"Adolis Garcia",19287,666969
"Chris Davis","- - -","Chris Davis",10.901782886558768,"Chris Davis",9272,448801
"Marwin Gonzalez","- - -","Marwin Gonzalez",10.841720427909937,"Marwin Gonzalez",5497,503556
"Freddy Galvis","- - -","Freddy Galvis",10.823323677334514,"Freddy Galvis",6609,520471
"Orlando Hudson","- - -","Orlando Hudson",10.816127265197416,"Orlando Hudson",1307,407861
"Rougned Odor","- - -","Rougned Odor",10.799441896207103,"Rougned Odor",12282,596059
"Danny Jansen","- - -","Danny Jansen",10.76738489664463,"Danny Jansen",16535,643376
"Paul DeJong","- - -","Paul DeJong",10.713998431840594,"Paul DeJong",18015,657557
"Nathaniel Lowe","- - -","Nathaniel Lowe",10.710383173462677,"Nathaniel Lowe",19566,663993
"Roberto Pérez","- - -","Roberto Pérez",10.685466284832263,"Roberto Perez",2900,547379
"Leonys Martin","- - -","Leonys Martin",10.618916829220632,"Leonys Martin",11846,547982
"Enrique Hernández","- - -","Enrique Hernández",10.612532276169084,"Enrique Hernandez",10472,571771
"Mitch Haniger","- - -","Mitch Haniger",10.603931432950391,"Mitch Haniger",14274,571745
"Jeimer Candelario","- - -","Jeimer Candelario",10.584450305344843,"Jeimer Candelario",13621,600869
"Jurickson Profar","- - -","Jurickson Profar",10.50903516706507,"Jurickson Profar",10815,595777
"Nick Punto","- - -","Nick Punto",10.43076309817661,"Nick Punto",1429,346857
"Adam LaRoche","- - -","Adam LaRoche",10.411875591085337,"Adam LaRoche",1904,425560
"Manny Ramirez","- - -","Manny Ramirez",10.398619205109831,"Manny Ramirez",210,120903
"Bryson Stott","PHI","Bryson Stott",10.254194372189716,"Bryson Stott",26294,681082
"Zack Cozart","- - -","Zack Cozart",10.252675017467563,"Zack Cozart",2616,446359
"Michael A. Taylor","- - -","Michael A. Taylor",10.232954398205418,"Michael A. Taylor",11489,572191
"Patrick Bailey","SFG","Patrick Bailey",10.212208171532346,"Patrick Bailey",27478,672275
"Brandon Marsh","- - -","Brandon Marsh",10.181589851981382,"Brandon Marsh",20202,669016
"Eddie Rosario","- - -","Eddie Rosario",10.167474158607334,"Eddie Rosario",12155,592696
"Bobby Abreu","- - -","Bobby Abreu",10.155954591655602,"Bobby Abreu",945,110029
"Riley Greene","DET","Riley Greene",10.147789518453282,"Riley Greene",25976,682985
"Brendan Donovan","STL","Brendan Donovan",10.12815480952261,"Brendan Donovan",24679,680977
"Josh Naylor","- - -","Josh Naylor",10.056251365670633,"Josh Naylor",18839,647304
"Jim Thome","- - -","Jim Thome",10.013804346429545,"Jim Thome",409,123272
"Omar Infante","- - -","Omar Infante",9.990910194734111,"Omar Infante",1609,408299
"Mike Cameron","- - -","Mike Cameron",9.97930607142681,"Mike Cameron",1070,111904
"Derek Norris","- - -","Derek Norris",9.93396432548797,"Derek Norris",6867,519083
"Nate McLouth","- - -","Nate McLouth",9.932785056004583,"Nate McLouth",3190,434661
"Norichika Aoki","- - -","Norichika Aoki",9.929803126240827,"Norichika Aoki",13075,493114
"Scooter Gennett","- - -","Scooter Gennett",9.862536936369908,"Scooter Gennett",10339,571697
"Jon Jay","- - -","Jon Jay",9.827206399745851,"Jon Jay",5227,445055
"Yuli Gurriel","- - -","Yuli Gurriel",9.824042463340753,"Yuli Gurriel",19198,493329
"Gerardo Parra","- - -","Gerardo Parra",9.792368816305297,"Gerardo Parra",8553,467827
"Kevin Kouzmanoff","- - -","Kevin Kouzmanoff",9.772626256313565,"Kevin Kouzmanoff",5995,450260
"Josh Bell","- - -","Josh Bell",9.709785197394341,"Josh Bell",13145,605137
"C.J. Cron","- - -","C.J. Cron",9.701237856352437,"C.J. Cron",12546,543068
"A.J. Pierzynski","- - -","A.J. Pierzynski",9.630965627164779,"A.J. Pierzynski",746,150229
"Carlos Quentin","- - -","Carlos Quentin",9.624434966389277,"Carlos Quentin",6274,435041
"Evan Gattis","- - -","Evan Gattis",9.60614785689255,"Evan Gattis",11003,594828
"Brett Lawrie","- - -","Brett Lawrie",9.539343255207848,"Brett Lawrie",5247,543434
"Paul Konerko","CHW","Paul Konerko",9.532456391904418,"Paul Konerko",242,117244
"David Murphy","- - -","David Murphy",9.51596345586822,"David Murphy",6035,461815
"Wander Franco","TBR","Wander Franco",9.418674081951606,"Wander Franco",23667,677551
"Manuel Margot","- - -","Manuel Margot",9.343117010738236,"Manuel Margot",14712,622534
"Grégor Blanco","- - -","Grégor Blanco",9.335421285766905,"Gregor Blanco",3123,453923
"Amed Rosario","- - -","Amed Rosario",9.298448186660838,"Amed Rosario",15518,642708
"Hunter Renfroe","- - -","Hunter Renfroe",9.294397281826932,"Hunter Renfroe",15464,592669
"Alec Bohm","PHI","Alec Bohm",9.275991350373467,"Alec Bohm",21618,664761
"Aaron Rowand","- - -","Aaron Rowand",9.239263947406315,"Aaron Rowand",254,400023
"Adam Lind","- - -","Adam Lind",9.168798718592594,"Adam Lind",8027,452252
"Maikel Garcia","KCR","Maikel Garcia",9.097681601767011,"Maikel Garcia",22715,672580
"Joey Wendle","- - -","Joey Wendle",9.054128649803047,"Joey Wendle",13853,621563
"Austin Hedges","- - -","Austin Hedges",9.035664735729405,"Austin Hedges",12976,595978
"Brent Rooker","- - -","Brent Rooker",9.022404847508817,"Brent Rooker",19627,667670
"Matt Duffy","- - -","Matt Duffy",9.014614986702568,"Matt Duffy",13836,622110
"Brian Anderson","- - -","Brian Anderson",8.939845111135899,"Brian Anderson",18289,605119
"Lars Nootbaar","STL","Lars Nootbaar",8.908153894588448,"Lars Nootbaar",21454,663457
"Jake Marisnick","- - -","Jake Marisnick",8.851433439827698,"Jake Marisnick",11339,545350
"Luke Scott","- - -","Luke Scott",8.810702023280662,"Luke Scott",3469,432928
"Kendrys Morales","- - -","Kendrys Morales",8.78828569788411,"Kendrys Morales",8610,434778
"Maicer Izturis","- - -","Maicer Izturis",8.77338394455198,"Maicer Izturis",2437,430895
"Ryan Sweeney","- - -","Ryan Sweeney",8.768558894653674,"Ryan Sweeney",6352,435220
"Brandon Moss","- - -","Brandon Moss",8.760161702428347,"Brandon Moss",4467,461235
"Todd Helton","COL","Todd Helton",8.728858200605494,"Todd Helton",432,115732
"Chris Iannetta","- - -","Chris Iannetta",8.71046439739004,"Chris Iannetta",8267,455104
"Jonathan Villar","- - -","Jonathan Villar",8.706811406544071,"Jonathan Villar",10071,542340
"Jamey Carroll","- - -","Jamey Carroll",8.685458374345986,"Jamey Carroll",1591,425206
"Jesse Winker","- - -","Jesse Winker",8.671272807929586,"Jesse Winker",13590,608385
"Chris Stewart","- - -","Chris Stewart",8.662948877859792,"Chris Stewart",3878,455755
"Austin Hays","- - -","Austin Hays",8.621426365788905,"Austin Hays",19363,669720
"Brendan Ryan","- - -","Brendan Ryan",8.61132864545856,"Brendan Ryan",6073,453895
"Freddy Sanchez","- - -","Freddy Sanchez",8.536928340445423,"Freddy Sanchez",1624,408108
"Carson Kelly","- - -","Carson Kelly",8.529100199669902,"Carson Kelly",13620,608348
"Peter Bourjos","- - -","Peter Bourjos",8.527941149087296,"Peter Bourjos",2578,488721
"Robbie Grossman","- - -","Robbie Grossman",8.465204692021098,"Robbie Grossman",5254,543257
"Randy Winn","- - -","Randy Winn",8.458970507749438,"Randy Winn",1235,133160
"Alejandro De Aza","- - -","Alejandro De Aza",8.452955693174124,"Alejandro De Aza",3371,457477
"Anthony Santander","- - -","Anthony Santander",8.409273292150287,"Anthony Santander",14551,623993
"Joe Panik","- - -","Joe Panik",8.397082932622176,"Joe Panik",11936,605412
"Jackson Merrill","SDP","Jackson Merrill",8.362874235260875,"Jackson Merrill",29490,701538
"Ryan Jeffers","MIN","Ryan Jeffers",8.320808492754066,"Ryan Jeffers",24618,680777
"Gabriel Moreno","- - -","Gabriel Moreno",8.302673123573623,"Gabriel Moreno",22664,672515
"Orlando Cabrera","- - -","Orlando Cabrera",8.24318195347741,"Orlando Cabrera",766,111851
"Craig Gentry","- - -","Craig Gentry",8.176229229571485,"Craig Gentry",9571,502226
"Travis Shaw","- - -","Travis Shaw",8.169131212912525,"Travis Shaw",11982,543768
"Alberto Callaspo","- - -","Alberto Callaspo",8.161326415408066,"Alberto Callaspo",3336,430948
"Jorge Soler","- - -","Jorge Soler",8.140398923967446,"Jorge Soler",14221,624585
"TJ Friedl","CIN","TJ Friedl",8.138510626455922,"TJ Friedl",19522,670770
"Ty France","- - -","Ty France",8.13813482330291,"Ty France",17982,664034
"Miguel Sanó","- - -","Miguel Sanó",8.12797412836137,"Miguel Sano",12164,593934
"René Rivera","- - -","René Rivera",8.112994922154835,"Rene Rivera",3648,425784
"Austin Barnes","LAD","Austin Barnes",8.098226627297503,"Austin Barnes",12158,605131
"Avisaíl García","- - -","Avisaíl García",8.087327508401923,"Avisail Garcia",5760,541645
"Carlos Lee","- - -","Carlos Lee",8.0602905514835,"Carlos Lee",243,150324
"Nicky Lopez","- - -","Nicky Lopez",8.042432180042923,"Nicky Lopez",19339,670032
"Alex Verdugo","- - -","Alex Verdugo",8.03870604268323,"Alex Verdugo",17027,657077
"Dylan Moore","- - -","Dylan Moore",8.008120204904412,"Dylan Moore",18042,664238
"Jake Lamb","- - -","Jake Lamb",8.004083368057607,"Jake Lamb",13329,571875
"Lonnie Chisenhall","CLE","Lonnie Chisenhall",7.987193183677524,"Lonnie Chisenhall",7571,502082
"Gio Urshela","- - -","Gio Urshela",7.939157281410427,"Gio Urshela",10681,570482
"Danny Espinosa","- - -","Danny Espinosa",7.9359170440409,"Danny Espinosa",9219,457787
"Willi Castro","- - -","Willi Castro",7.895491362203288,"Willi Castro",17338,650489
"Jonathan India","- - -","Jonathan India",7.877350631541978,"Jonathan India",21523,663697
"Gregg Zaun","- - -","Gregg Zaun",7.874773087034093,"Gregg Zaun",580,124748
"Mitch Garver","- - -","Mitch Garver",7.855489140715033,"Mitch Garver",15161,641598
"Aledmys Díaz","- - -","Aledmys Díaz",7.817060842011213,"Aledmys Diaz",15937,649557
"Zach Neto","LAA","Zach Neto",7.809917703478212,"Zach Neto",31347,687263
"Edmundo Sosa","- - -","Edmundo Sosa",7.801861321514948,"Edmundo Sosa",17022,624641
"Pete Crow-Armstrong","CHC","Pete Crow-Armstrong",7.7975933237292905,"Pete Crow-Armstrong",27769,691718
"Ben Revere","- - -","Ben Revere",7.766595103682358,"Ben Revere",4712,519184
"Donovan Solano","- - -","Donovan Solano",7.738666210758072,"Donovan Solano",8623,456781
"Jack Cust","- - -","Jack Cust",7.727110074719484,"Jack Cust",1564,400091
"Daric Barton","OAK","Daric Barton",7.663474784651033,"Daric Barton",5928,435558
"Thairo Estrada","- - -","Thairo Estrada",7.648829928676547,"Thairo Estrada",16426,642731
"Logan Forsythe","- - -","Logan Forsythe",7.6161521295890475,"Logan Forsythe",7185,523253
"Jose Trevino","- - -","Jose Trevino",7.607217416621692,"Jose Trevino",16725,624431
"Jason Bay","- - -","Jason Bay",7.590191252141389,"Jason Bay",1717,424726
"Pedro Álvarez","- - -","Pedro Álvarez",7.588617711622813,"Pedro Alvarez",2495,476883
"Juan Pierre","- - -","Juan Pierre",7.535991309148143,"Juan Pierre",443,334393
"Luis Valbuena","- - -","Luis Valbuena",7.532366776579678,"Luis Valbuena",4969,472528
"Adam Dunn","- - -","Adam Dunn",7.531125034615545,"Adam Dunn",319,276055
"Myles Straw","- - -","Myles Straw",7.496962913657388,"Myles Straw",17620,664702
"Stephen Piscotty","- - -","Stephen Piscotty",7.482575857682158,"Stephen Piscotty",13367,572039
"Chris Denorfia","- - -","Chris Denorfia",7.443651896149847,"Chris Denorfia",4400,456121
"Victor Robles","- - -","Victor Robles",7.439390399285102,"Victor Robles",18363,645302
"Juan Lagares","- - -","Juan Lagares",7.408207100531433,"Juan Lagares",5384,501571
"Michael Saunders","- - -","Michael Saunders",7.369542229230266,"Michael Saunders",9981,459431
"Chas McCormick","HOU","Chas McCormick",7.357319143002507,"Chas McCormick",19599,676801
"Mark DeRosa","- - -","Mark DeRosa",7.35520177389757,"Mark DeRosa",1392,136660
"Steve Pearce","- - -","Steve Pearce",7.354534567378371,"Steve Pearce",9957,456665
"Aubrey Huff","- - -","Aubrey Huff",7.351369916786581,"Aubrey Huff",1213,333492
"Manny Piña","- - -","Manny Piña",7.3371543194402475,"Manny Pina",2829,444489
"Brad Miller","- - -","Brad Miller",7.321117312432473,"Brad Miller",12775,543543
"David Fletcher","- - -","David Fletcher",7.319352829827322,"David Fletcher",17992,664058
"Sean Rodríguez","- - -","Sean Rodríguez",7.230183681953314,"Sean Rodriguez",6589,446481
"Tyler Stephenson","CIN","Tyler Stephenson",7.221841228633562,"Tyler Stephenson",17988,663886
"Mitch Moreland","- - -","Mitch Moreland",7.170700524451458,"Mitch Moreland",3086,519048
"Chris Snyder","- - -","Chris Snyder",7.164831176390592,"Chris Snyder",4606,430965
"Wyatt Langford","TEX","Wyatt Langford",7.134384220197978,"Wyatt Langford",33333,694671
"Troy Glaus","- - -","Troy Glaus",7.099531973319759,"Troy Glaus",15,136267
"Kurt Suzuki","- - -","Kurt Suzuki",7.084590382531715,"Kurt Suzuki",8259,435559
"Cliff Pennington","- - -","Cliff Pennington",7.081562279955189,"Cliff Pennington",3395,460060
"Isiah Kiner-Falefa","- - -","Isiah Kiner-Falefa",7.074386022965264,"Isiah Kiner-Falefa",16512,643396
"Miguel Tejada","- - -","Miguel Tejada",7.066570793367524,"Miguel Tejada",941,123173
"Trey Mancini","- - -","Trey Mancini",6.986170554452324,"Trey Mancini",15149,641820
"Austin Wells","NYY","Austin Wells",6.958876326364049,"Austin Wells",27562,669224
"Oneil Cruz","PIT","Oneil Cruz",6.947107731135182,"Oneil Cruz",21711,665833
"Adalberto Mondesi","KCR","Adalberto Mondesi",6.9047907483297495,"Adalberto Mondesi",13769,609275
"CJ Abrams","- - -","CJ Abrams",6.901659735194955,"CJ Abrams",25768,682928
"Yainer Diaz","HOU","Yainer Diaz",6.889099406914564,"Yainer Diaz",23003,673237
"Mark Trumbo","- - -","Mark Trumbo",6.855907231610967,"Mark Trumbo",6876,444432
"Jonah Heim","- - -","Jonah Heim",6.8538714963936345,"Jonah Heim",16930,641680
"Jackson Chourio","MIL","Jackson Chourio",6.853085048212996,"Jackson Chourio",28806,694192
"Max Stassi","- - -","Max Stassi",6.844841868560854,"Max Stassi",10059,545358
"Brice Turang","MIL","Brice Turang",6.842603014697979,"Brice Turang",22186,668930
"Danny Valencia","- - -","Danny Valencia",6.823527523714329,"Danny Valencia",6364,502143
"Kyle Higashioka","- - -","Kyle Higashioka",6.820699152961542,"Kyle Higashioka",5517,543309
"Edgar Renteria","- - -","Edgar Renteria",6.82043704002133,"Edgar Renteria",1178,121074
"Hank Conger","- - -","Hank Conger",6.819191983615497,"Hank Conger",2505,474233
"Hideki Matsui","- - -","Hideki Matsui",6.811665964750681,"Hideki Matsui",1659,425686
"J.D. Davis","- - -","J.D. Davis",6.7744752943940645,"J.D. Davis",16219,605204
"Dustin Ackley","- - -","Dustin Ackley",6.754716560140359,"Dustin Ackley",10099,554429
"Jake Meyers","HOU","Jake Meyers",6.750123756053334,"Jake Meyers",20308,676694
"Francisco Alvarez","NYM","Francisco Alvarez",6.742672137389615,"Francisco Alvarez",26121,682626
"Omar Narváez","- - -","Omar Narváez",6.727342135400482,"Omar Narvaez",13338,553882
"Victor Caratini","- - -","Victor Caratini",6.681300213083873,"Victor Caratini",14968,605170
"Mauricio Dubón","- - -","Mauricio Dubón",6.674639811497611,"Mauricio Dubon",16530,643289
"Tyrone Taylor","- - -","Tyrone Taylor",6.66267673653872,"Tyrone Taylor",13675,621438
"Shea Langeliers","OAK","Shea Langeliers",6.604027564263187,"Shea Langeliers",25816,669127
"Yangervis Solarte","- - -","Yangervis Solarte",6.596337825975138,"Yangervis Solarte",5352,500208
"Vernon Wells","- - -","Vernon Wells",6.587539251284474,"Vernon Wells",1326,150484
"Clint Barmes","- - -","Clint Barmes",6.578153965056246,"Clint Barmes",1830,425549
"Milton Bradley","- - -","Milton Bradley",6.557438580193766,"Milton Bradley",369,150396
"Lucas Duda","- - -","Lucas Duda",6.549754403386041,"Lucas Duda",2502,446263
"Lane Thomas","- - -","Lane Thomas",6.537098789875363,"Lane Thomas",16939,657041
"Mike Tauchman","- - -","Mike Tauchman",6.530839457374174,"Mike Tauchman",15274,643565
"Jon Berti","- - -","Jon Berti",6.520585455980918,"Jon Berti",12037,542932
"Anthony Volpe","NYY","Anthony Volpe",6.460081743007651,"Anthony Volpe",27647,683011
"Jose Siri","- - -","Jose Siri",6.443412573040398,"Jose Siri",17452,642350
"James Loney","- - -","James Loney",6.364520413773658,"James Loney",4556,425766
"Raul Ibanez","- - -","Raul Ibanez",6.361789652793116,"Raul Ibanez",607,116380
"Ramon Santiago","- - -","Ramon Santiago",6.33885601757738,"Ramon Santiago",1417,421124
"Brock Holt","- - -","Brock Holt",6.328833012160506,"Brock Holt",9345,571788
"Masyn Winn","STL","Masyn Winn",6.290450770567018,"Masyn Winn",27479,691026
"Billy Butler","- - -","Billy Butler",6.282362890172347,"Billy Butler",7399,456714
"Russell Branyan","- - -","Russell Branyan",6.263513740578361,"Russell Branyan",370,137140
"Kerry Carpenter","DET","Kerry Carpenter",6.2492742953231994,"Kerry Carpenter",25961,681481
"Sal Frelick","MIL","Sal Frelick",6.231112901230334,"Sal Frelick",29622,686217
"Ramón Urías","- - -","Ramón Urías",6.218528960007623,"Ramon Urias",18795,602104
"Mike Lowell","BOS","Mike Lowell",6.184418517546718,"Mike Lowell",527,136780
"Kelly Shoppach","- - -","Kelly Shoppach",6.17043379824122,"Kelly Shoppach",3867,431159
"Pat Burrell","- - -","Pat Burrell",6.137515086906528,"Pat Burrell",949,150100
"Scott Hairston","- - -","Scott Hairston",6.118563139584775,"Scott Hairston",1926,430668
"Wilyer Abreu","BOS","Wilyer Abreu",6.110766606125219,"Wilyer Abreu",23772,677800
"Derek Dietrich","- - -","Derek Dietrich",6.106526679410791,"Derek Dietrich",10542,518618
